Title,BPM,guitar,classical,slow,techno,strings,drums,electronic,rock,fast,piano,ambient,beat,violin,vocal,synth,female,indian,opera,male,singing,vocals,no vocals,harpsichord,loud,quiet,flute,woman,male vocal,no vocal,pop,soft,sitar,solo,man,classic,choir,voice,new age,dance,male voice,female vocal,beats,harp,cello,no voice,weird,country,metal,female voice,choral
joram.mp3,112,0.020155754,0.009531795,0.03259982,0.58546287,0.012016189,0.120034136,0.540795,0.01997135,0.27227542,0.054912716,0.059803918,0.21293871,0.002697016,0.002032687,0.41869295,0.0024214913,0.023027116,5.3614636e-05,0.00082979625,0.0012016841,0.0023260838,0.09538929,0.0012697736,0.053029675,0.00410271,0.011468455,0.001540969,0.0012582754,0.0799391,0.02345031,0.008091364,0.0030407954,0.0023951929,0.0005118259,0.001053245,0.00010121093,0.0020102372,0.04726039,0.07282499,0.0012058385,0.0014060003,0.05950833,0.0011550944,0.00016058407,0.033360947,0.049824413,0.0010248638,0.00040242498,0.0008860458,7.478e-05
